"DATE_ORDER" "PROD_ID" "QTY_ORDER" "REVENUE" "Price"
2015-02-04 "P3" 1 1499 1499
2015-02-05 "P3" 3 4497 1499
2015-02-06 "P3" 5 7495 1499
2015-02-07 "P3" 4 5996 1499
2015-02-08 "P3" 3 4212.19 1404.06333333333
2015-02-09 "P3" 7 10493 1499
2015-02-10 "P3" 5 7495 1499
2015-02-11 "P3" 9 12906.39 1434.04333333333
2015-02-12 "P3" 8 11287.47 1410.93375
2015-02-13 "P3" 3 4497 1499
2015-02-14 "P3" 2 2998 1499
2015-02-15 "P3" 6 8544.3 1424.05
2015-02-16 "P3" 4 5996 1499
2015-02-17 "P3" 6 8923.99 1487.33166666667
2015-02-18 "P3" 8 11857.09 1482.13625
2015-02-19 "P3" 5 7495 1499
2015-02-20 "P3" 16 23909.05 1494.315625
2015-02-21 "P3" 8 11752 1469
2015-02-22 "P3" 2 2838 1419
2015-02-23 "P3" 7 10132.94 1447.56285714286
2015-02-24 "P3" 5 7360.09 1472.018
2015-02-25 "P3" 6 8559.29 1426.54833333333
2015-02-26 "P3" 7 10343.1 1477.58571428571
2015-02-27 "P3" 9 13491 1499
2015-02-28 "P3" 10 14718.68 1471.868
2015-03-01 "P3" 13 19217.18 1478.24461538462
2015-03-02 "P3" 17 24583.6 1446.09411764706
2015-03-03 "P3" 7 10493 1499
2015-03-04 "P3" 14 20686.2 1477.58571428571
2015-03-05 "P3" 13 19292.05 1484.00384615385
2015-03-06 "P3" 15 21692.95 1446.19666666667
2015-03-07 "P3" 32 44976.75 1405.5234375
2015-03-08 "P3" 33 46218.45 1400.55909090909
2015-03-09 "P3" 27 38449.35 1424.05
2015-03-10 "P3" 51 70453 1381.43137254902
2015-03-11 "P3" 93 125466.3 1349.1
2015-03-12 "P3" 43 59959.9 1394.41627906977
2015-03-13 "P3" 10 14975.91 1497.591
2015-03-14 "P3" 9 13491 1499
2015-03-15 "P3" 7 10493 1499
2015-03-16 "P3" 17 25348 1491.05882352941
2015-03-17 "P3" 17 23592.5 1387.79411764706
2015-03-18 "P3" 18 26172 1454
2015-03-19 "P3" 19 26286 1383.47368421053
2015-03-20 "P3" 15 21185 1412.33333333333
2015-03-21 "P3" 11 15384.99 1398.63545454545
2015-03-22 "P3" 6 8674 1445.66666666667
2015-03-23 "P3" 8 11412 1426.5
2015-03-24 "P3" 6 8489.99 1414.99833333333
2015-03-25 "P3" 10 14177.68 1417.768
2015-03-26 "P3" 10 13951.66 1395.166
2015-03-27 "P3" 4 5505.81 1376.4525
2015-03-28 "P3" 10 13649.72 1364.972
2015-03-29 "P3" 6 8173.96 1362.32666666667
2015-03-30 "P3" 17 23252.9 1367.81764705882
2015-03-31 "P3" 7 9726.27 1389.46714285714
2015-04-01 "P3" 8 11227.78 1403.4725
2015-04-02 "P3" 11 15296.78 1390.61636363636
2015-04-03 "P3" 6 8453.98 1408.99666666667
2015-04-04 "P3" 5 6944.45 1388.89
2015-04-05 "P3" 2 2878 1439
2015-04-06 "P3" 9 12640.15 1404.46111111111
2015-04-07 "P3" 10 13788.82 1378.882
2015-04-08 "P3" 16 22033.71 1377.106875
2015-04-09 "P3" 9 12449.52 1383.28
2015-04-10 "P3" 9 12099.79 1344.42111111111
2015-04-11 "P3" 15 19693.04 1312.86933333333
2015-04-12 "P3" 15 19623.59 1308.23933333333
2015-04-13 "P3" 33 43349.61 1313.62454545455
2015-04-14 "P3" 35 46007.66 1314.50457142857
2015-04-15 "P3" 9 12235.02 1359.44666666667
2015-04-16 "P3" 7 9575.46 1367.92285714286
2015-04-17 "P3" 14 18169.39 1297.81357142857
2015-04-18 "P3" 23 29947.1 1302.04782608696
2015-04-19 "P3" 15 19555.1 1303.67333333333
2015-04-20 "P3" 8 10428.98 1303.6225
2015-04-21 "P3" 28 36024.12 1286.57571428571
2015-04-22 "P3" 14 18201.05 1300.075
2015-04-23 "P3" 13 16924.07 1301.85153846154
2015-04-24 "P3" 16 20608.86 1288.05375
2015-04-25 "P3" 23 29166.86 1268.12434782609
2015-04-26 "P3" 10 12728.53 1272.853
2015-04-27 "P3" 9 11774.68 1308.29777777778
2015-04-28 "P3" 4 5308.76 1327.19
2015-04-29 "P3" 13 17138.82 1318.37076923077
2015-04-30 "P3" 20 26333.88 1316.694
2015-05-01 "P3" 5 6734.2 1346.84
2015-05-02 "P3" 3 4076.22 1358.74
2015-05-03 "P3" 1 1358.7 1358.7
2015-05-04 "P3" 12 16026.08 1335.50666666667
2015-05-05 "P3" 17 22558.32 1326.96
2015-05-06 "P3" 12 15933.57 1327.7975
2015-05-07 "P3" 14 18445.19 1317.51357142857
2015-05-08 "P3" 9 11868.3 1318.7
2015-05-09 "P3" 9 11494.99 1277.22111111111
2015-05-10 "P3" 7 9022.88 1288.98285714286
