"DATE_ORDER" "PROD_ID" "QTY_ORDER" "REVENUE" "Price"
2015-01-01 "P7" 321 255871.81 797.108442367601
2015-01-02 "P7" 812 647544.44 797.468522167488
2015-01-03 "P7" 662 527377.7 796.643051359517
2015-01-04 "P7" 595 474478.16 797.442285714286
2015-01-05 "P7" 1166 930150.74 797.727907375643
2015-01-06 "P7" 1797 1433830.12 797.902125765164
2015-01-07 "P7" 2238 1780922.29 795.765098302055
2015-01-08 "P7" 94 76291.5 811.61170212766
2015-01-09 "P7" 230 184700.87 803.047260869565
2015-01-10 "P7" 171 141756.95 828.988011695906
2015-01-11 "P7" 108 91372.27 846.039537037037
2015-01-12 "P7" 113 94858.17 839.452831858407
2015-01-13 "P7" 264 220688.5 835.941287878788
2015-01-14 "P7" 352 294078.19 835.449403409091
2015-01-15 "P7" 34 29012.2 853.3
2015-01-16 "P7" 423 354457.97 837.962104018913
2015-01-18 "P7" 117 98641.15 843.086752136752
2015-01-19 "P7" 526 439741.82 836.011064638783
2015-01-20 "P7" 709 590971.82 833.528660084626
2015-01-21 "P7" 728 608147.72 835.367747252747
2015-01-22 "P7" 569 475556.22 835.775430579965
2015-01-23 "P7" 745 621831.8 834.67355704698
2015-01-24 "P7" 623 517698.7 830.977046548957
2015-01-25 "P7" 459 385861.9 840.657734204793
2015-01-26 "P7" 726 608260 837.823691460055
2015-01-27 "P7" 656 547905.8 835.222256097561
2015-01-28 "P7" 457 380449.1 832.492560175055
2015-01-29 "P7" 794 644049.77 811.14580604534
2015-01-30 "P7" 600 492451.29 820.75215
2015-01-31 "P7" 412 337827.28 819.969126213592
2015-02-01 "P7" 309 257595.45 833.642233009709
2015-02-02 "P7" 745 623925.19 837.483476510067
2015-02-03 "P7" 844 707832.6 838.664218009479
2015-02-04 "P7" 666 557405.77 836.945600600601
2015-02-05 "P7" 660 550507.2 834.101818181818
2015-02-06 "P7" 770 634861.38 824.495298701299
2015-02-07 "P7" 1058 840137.66 794.080964083176
2015-02-08 "P7" 883 709374.22 803.368312570781
2015-02-09 "P7" 642 535134.12 833.542242990654
2015-02-10 "P7" 1149 934686.22 813.477998259356
2015-02-11 "P7" 2624 2067485.38 787.913635670732
2015-02-12 "P7" 1415 1146954.04 810.56822614841
2015-02-13 "P7" 753 623354.78 827.82839309429
2015-02-14 "P7" 622 508972.62 818.283954983923
2015-02-15 "P7" 419 345209.32 823.888591885442
2015-02-16 "P7" 597 494538.47 828.372646566164
2015-02-17 "P7" 522 435466.18 834.226398467433
2015-02-18 "P7" 1392 1130270.8 811.976149425287
2015-02-19 "P7" 912 756459.47 829.451173245614
2015-02-20 "P7" 705 588078.05 834.153262411348
2015-02-21 "P7" 771 631865.26 819.539896238651
2015-02-22 "P7" 542 449858.27 829.996808118081
2015-02-23 "P7" 963 798376.52 829.051422637591
2015-02-24 "P7" 970 790669.92 815.123628865979
2015-02-25 "P7" 636 529781.07 832.989103773585
2015-02-26 "P7" 634 527735.04 832.389652996845
2015-02-27 "P7" 527 440020.09 834.952732447818
2015-02-28 "P7" 660 545190.3 826.045909090909
2015-03-01 "P7" 1077 839097.28 779.106109563603
2015-03-02 "P7" 1384 1115825.98 806.232644508671
2015-03-03 "P7" 2734 2180786.81 797.654283101682
2015-03-04 "P7" 1291 1024394.82 793.489403563129
2015-03-05 "P7" 270 225016.45 833.394259259259
2015-03-06 "P7" 452 381333.57 843.658340707965
2015-03-07 "P7" 385 323351.47 839.873948051948
2015-03-08 "P7" 410 342831.9 836.175365853659
2015-03-09 "P7" 375 317823.55 847.529466666667
2015-03-10 "P7" 422 357546.36 847.266255924171
2015-03-11 "P7" 677 571726.05 844.499335302807
2015-03-12 "P7" 635 536987.47 845.649559055118
2015-03-13 "P7" 392 331892.86 846.665459183673
2015-03-15 "P7" 32 27683.1 865.096875
2015-03-16 "P7" 318 276953.5 870.922955974843
2015-03-17 "P7" 919 747939.61 813.86247007617
2015-03-18 "P7" 2200 1752963.78 796.801718181818
2015-03-19 "P7" 417 348044.49 834.639064748201
2015-03-20 "P7" 389 328551.73 844.605989717224
2015-03-21 "P7" 353 298511.76 845.642379603399
2015-03-22 "P7" 170 143717.35 845.396176470588
2015-03-23 "P7" 208 176082.6 846.550961538462
2015-03-24 "P7" 245 207688.09 847.706489795918
2015-03-25 "P7" 403 340737.71 845.50300248139
2015-03-26 "P7" 309 260610.22 843.398770226537
2015-03-27 "P7" 377 318020.08 843.554588859417
2015-03-28 "P7" 253 213458.96 843.711304347826
2015-03-29 "P7" 307 259894.63 846.562312703583
2015-03-30 "P7" 722 592652.02 820.847673130194
2015-03-31 "P7" 473 395672.11 836.516088794926
2015-04-01 "P7" 364 302184.57 830.17739010989
2015-04-02 "P7" 361 301035.92 833.894515235457
2015-04-03 "P7" 245 205405 838.387755102041
2015-04-04 "P7" 335 278173.66 830.369134328358
2015-04-05 "P7" 282 237579 842.478723404255
2015-04-06 "P7" 465 388718.1 835.952903225806
2015-04-07 "P7" 447 375326.95 839.657606263982
2015-04-08 "P7" 1125 899762.82 799.789173333333
2015-04-09 "P7" 483 400264.15 828.704244306418
2015-04-10 "P7" 937 747397.95 797.649893276414
2015-04-11 "P7" 1139 896739.1 787.303863037752
2015-04-12 "P7" 968 765835.75 791.152634297521
2015-04-13 "P7" 1004 809460.64 806.235697211155
2015-04-14 "P7" 259 207284.79 800.327374517375
2015-04-15 "P7" 1202 955756.82 795.138785357737
2015-04-16 "P7" 413 339939.8 823.098789346247
2015-04-17 "P7" 428 345803.75 807.952686915888
2015-04-18 "P7" 296 243857.16 823.841756756757
2015-04-19 "P7" 159 131781.92 828.817106918239
2015-04-20 "P7" 513 417128.6 813.116179337232
2015-04-21 "P7" 710 572363.91 806.146352112676
2015-04-22 "P7" 465 383082.26 823.832817204301
2015-04-23 "P7" 453 375132.76 828.107637969095
2015-04-24 "P7" 486 403605.97 830.464958847737
2015-04-25 "P7" 342 282120.63 824.914122807018
2015-04-26 "P7" 276 230695.15 835.851992753623
2015-04-27 "P7" 520 430935.93 828.722942307692
2015-04-28 "P7" 732 589023.19 804.676489071038
2015-04-29 "P7" 395 328261.97 831.042962025316
2015-04-30 "P7" 1631 1259824.12 772.424353157572
2015-05-01 "P7" 2622 1959942.88 747.499191456903
2015-05-02 "P7" 2768 2065900.06 746.351177745665
2015-05-03 "P7" 2030 1517109.98 747.34481773399
2015-05-04 "P7" 1466 1130971.46 771.467571623465
2015-05-05 "P7" 695 552460.01 794.906489208633
