"month","day","PROD_ID","QTY_ORDER","REVENUE","Price"
2,1,"P1",17,25483,1499
2,2,"P1",25,36633.43,1465.3372
2,3,"P1",20,28598.52,1429.926
2,4,"P1",41,60079.4,1465.3512195122
2,5,"P1",123,168919.08,1373.32585365854
2,6,"P1",50,72175.57,1443.5114
2,7,"P1",31,44535.72,1436.63612903226
3,1,"P1",88,123097.31,1398.83306818182
3,2,"P1",98,141664.79,1445.55908163265
3,3,"P1",121,168945.67,1396.24520661157
3,4,"P1",187,255069.94,1364.01037433155
3,5,"P1",127,173862.25,1368.99409448819
3,6,"P1",93,129001.88,1387.11698924731
3,7,"P1",77,108499.54,1409.08493506494
4,1,"P1",64,89896.1,1404.6265625
4,2,"P1",55,78675.05,1430.45545454545
4,3,"P1",41,59709,1456.31707317073
4,4,"P1",59,83977.88,1423.35389830508
4,5,"P1",61,87356.08,1432.0668852459
4,6,"P1",33,48167.2,1459.61212121212
4,7,"P1",41,58009.1,1414.85609756098
5,1,"P1",95,134321.5,1413.91052631579
5,2,"P1",65,93284.83,1435.15123076923
5,3,"P1",97,139201.91,1435.0712371134
5,4,"P1",79,112587.47,1425.15784810127
5,5,"P1",132,181653.28,1376.16121212121
5,6,"P1",110,152803.65,1389.12409090909
5,7,"P1",88,124569.32,1415.56045454545
6,1,"P1",37,54636.51,1476.66243243243
6,2,"P1",125,177864.71,1422.91768
6,3,"P1",135,191298.04,1417.02251851852
6,4,"P1",50,73708.76,1474.1752
6,5,"P1",70,102588.68,1465.55257142857
6,6,"P1",41,60180.44,1467.8156097561
6,7,"P1",45,65784.79,1461.88422222222
7,1,"P1",42,62714.83,1493.21023809524
7,2,"P1",67,100255.34,1496.34835820896
7,3,"P1",66,98575.37,1493.56621212121
7,4,"P1",70,104363.61,1490.90871428571
7,5,"P1",122,178399.4,1462.29016393443
7,6,"P1",73,108796.74,1490.36630136986
7,7,"P1",38,56312.62,1481.91105263158
8,1,"P1",41,61309.1,1495.34390243902
8,2,"P1",37,55013.3,1486.84594594595
8,3,"P1",62,91918.68,1482.55935483871
8,4,"P1",68,100791.26,1482.22441176471
8,5,"P1",42,61998.64,1476.1580952381
8,6,"P1",40,59960,1499
8,7,"P1",51,75849.4,1487.2431372549
9,1,"P1",32,47818.1,1494.315625
9,2,"P1",63,94437,1499
9,3,"P1",93,137833.05,1482.07580645161
9,4,"P1",152,224250.4,1475.33157894737
9,5,"P1",71,106279.1,1496.88873239437
9,6,"P1",45,67256,1494.57777777778
9,7,"P1",48,71202.5,1483.38541666667
10,1,"P1",30,44970,1499
10,2,"P1",35,52465,1499
10,3,"P1",30,44445.35,1481.51166666667
10,4,"P1",33,49092.25,1487.64393939394
10,5,"P1",54,80646.2,1493.44814814815
10,6,"P1",20,29980,1499
10,7,"P1",27,40323.1,1493.44814814815
