"PROD_ID","DATE_ORDER","QTY_ORDER","REVENUE","day","month","week","PROD_PRICE"
"P9",2015-09-24,1,399,5,9,39,399
"P9",2015-08-02,1,435,1,8,31,435
"P9",2015-07-25,2,878,7,7,30,439
"P9",2015-08-02,1,435,1,8,31,435
"P9",2015-08-02,1,435,1,8,31,435
"P9",2015-08-20,1,379,5,8,34,379
"P9",2015-07-31,1,439,6,7,31,439
"P9",2015-08-04,1,435,3,8,31,435
"P9",2015-08-18,1,434.9,3,8,33,434.9
"P9",2015-07-27,1,376.03,2,7,30,376.03
"P9",2015-08-09,1,431.67,1,8,32,431.67
"P9",2015-08-17,1,431.67,2,8,33,431.67
"P9",2015-07-23,1,442,5,7,30,442
"P9",2015-07-26,1,438.99,1,7,30,438.99
"P9",2015-08-05,1,435,4,8,32,435
"P9",2015-08-21,1,379,6,8,34,379
"P9",2015-08-11,1,431.67,3,8,32,431.67
"P9",2015-08-19,1,379,4,8,34,379
"P9",2015-07-27,1,437,2,7,30,437
"P9",2015-08-10,1,431.67,2,8,32,431.67
"P9",2015-07-27,1,376.03,2,7,30,376.03
"P9",2015-08-17,1,431.67,2,8,33,431.67
"P9",2015-08-13,1,434,5,8,33,434
"P9",2015-08-08,1,431.67,7,8,32,431.67
"P9",2015-07-27,1,417.81,2,7,30,417.81
"P9",2015-08-19,1,379,4,8,34,379
"P9",2015-08-18,1,379,3,8,33,379
"P9",2015-08-19,1,379,4,8,34,379
"P9",2015-08-10,1,431.67,2,8,32,431.67
"P9",2015-08-21,1,379,6,8,34,379
"P9",2015-08-16,1,434,1,8,33,434
"P9",2015-08-16,1,434,1,8,33,434
"P9",2015-08-16,1,434,1,8,33,434
"P9",2015-08-05,1,435,4,8,32,435
"P9",2015-08-09,1,431.67,1,8,32,431.67
"P9",2015-08-20,1,379,5,8,34,379
"P9",2015-08-11,1,431.67,3,8,32,431.67
"P9",2015-07-25,1,439,7,7,30,439
"P9",2015-07-27,1,437,2,7,30,437
"P9",2015-08-24,1,404.1,2,8,34,404.1
"P9",2015-07-30,1,439,5,7,31,439
"P9",2015-08-12,1,434,4,8,33,434
"P9",2015-08-18,1,379,3,8,33,379
"P9",2015-08-18,1,434,3,8,33,434
"P9",2015-08-18,1,434,3,8,33,434
"P9",2015-07-28,1,439,3,7,30,439
"P9",2015-08-06,1,434,5,8,32,434
"P9",2015-07-26,1,439,1,7,30,439
"P9",2015-07-27,1,437,2,7,30,437
"P9",2015-08-07,1,434,6,8,32,434
"P9",2015-08-15,1,434,7,8,33,434
"P9",2015-08-15,1,434,7,8,33,434
"P9",2015-08-04,1,435,3,8,31,435
"P9",2015-08-16,1,434,1,8,33,434
"P9",2015-08-18,1,379,3,8,33,379
"P9",2015-08-16,1,434,1,8,33,434
"P9",2015-08-08,1,431.67,7,8,32,431.67
"P9",2015-08-06,1,434,5,8,32,434
"P9",2015-08-15,1,434,7,8,33,434
"P9",2015-08-08,1,431.67,7,8,32,431.67
"P9",2015-08-19,1,379,4,8,34,379
"P9",2015-08-02,1,435,1,8,31,435
"P9",2015-08-08,1,431.67,7,8,32,431.67
"P9",2015-08-19,1,379,4,8,34,379
"P9",2015-08-18,1,379,3,8,33,379
"P9",2015-08-04,1,435,3,8,31,435
"P9",2015-08-18,1,379,3,8,33,379
"P9",2015-08-18,1,379,3,8,33,379
"P9",2015-07-27,1,431.67,2,7,30,431.67
"P9",2015-07-27,1,437,2,7,30,437
"P9",2015-08-28,1,399,6,8,35,399
"P9",2015-07-31,1,439,6,7,31,439
"P9",2015-08-09,1,431.67,1,8,32,431.67
"P9",2015-08-02,1,435,1,8,31,435
"P9",2015-08-10,1,431.67,2,8,32,431.67
"P9",2015-08-10,1,431.67,2,8,32,431.67
"P9",2015-08-07,1,431.67,6,8,32,431.67
"P9",2015-08-09,1,431.67,1,8,32,431.67
"P9",2015-07-26,1,439,1,7,30,439
"P9",2015-07-28,1,439,3,7,30,439
"P9",2015-07-25,1,439,7,7,30,439
"P9",2015-08-03,1,435,2,8,31,435
"P9",2015-08-03,1,435,2,8,31,435
"P9",2015-08-19,1,379,4,8,34,379
"P9",2015-08-16,1,434,1,8,33,434
"P9",2015-08-03,1,435,2,8,31,435
"P9",2015-08-05,1,434.9,4,8,32,434.9
"P9",2015-08-03,1,435,2,8,31,435
"P9",2015-07-27,1,417.81,2,7,30,417.81
"P9",2015-07-30,1,439,5,7,31,439
"P9",2015-08-21,1,379,6,8,34,379
"P9",2015-08-24,2,808.2,2,8,34,404.1
"P9",2015-08-18,1,379,3,8,33,379
"P9",2015-07-28,1,439,3,7,30,439
"P9",2015-08-23,1,433,1,8,34,433
"P9",2015-08-18,1,379,3,8,33,379
"P9",2015-08-18,1,379,3,8,33,379
"P9",2015-07-27,1,437,2,7,30,437
"P9",2015-07-25,1,439,7,7,30,439
"P9",2015-08-20,1,379,5,8,34,379
"P9",2015-08-20,1,379,5,8,34,379
"P9",2015-08-20,1,379,5,8,34,379
"P9",2015-07-27,1,439.8,2,7,30,439.8
"P9",2015-08-04,1,435,3,8,31,435
"P9",2015-09-01,1,379,3,9,35,379
"P9",2015-08-05,1,434,4,8,32,434
"P9",2015-07-30,1,439,5,7,31,439
"P9",2015-07-30,1,439,5,7,31,439
"P9",2015-08-21,1,379,6,8,34,379
"P9",2015-08-08,1,431.67,7,8,32,431.67
"P9",2015-07-30,1,439,5,7,31,439
"P9",2015-07-26,1,439,1,7,30,439
"P9",2015-08-17,1,431.67,2,8,33,431.67
"P9",2015-09-02,1,379,4,9,36,379
"P9",2015-08-24,1,404.1,2,8,34,404.1
"P9",2015-08-19,1,379,4,8,34,379
"P9",2015-09-22,1,394.9,3,9,38,394.9
"P9",2015-09-22,1,433,3,9,38,433
"P9",2015-08-18,1,344.89,3,8,33,344.89
"P9",2015-09-01,1,379,3,9,35,379
"P9",2015-09-08,1,429.9,3,9,36,429.9
"P9",2015-08-24,1,449,2,8,34,449
"P9",2015-09-01,1,341.1,3,9,35,341.1
"P9",2015-09-03,1,434,5,9,36,434
"P9",2015-09-04,1,433.99,6,9,36,433.99
"P9",2015-09-15,1,379,3,9,37,379
"P9",2015-08-18,1,379,3,8,33,379
"P9",2015-09-01,1,379,3,9,35,379
"P9",2015-08-21,1,379,6,8,34,379
"P9",2015-09-02,1,379,4,9,36,379
"P9",2015-08-30,1,399,1,8,35,399
"P9",2015-09-02,1,379,4,9,36,379
"P9",2015-08-18,1,379,3,8,33,379
"P9",2015-08-21,1,379,6,8,34,379
"P9",2015-08-19,1,379,4,8,34,379
"P9",2015-08-21,1,360,6,8,34,360
"P9",2015-09-05,1,429.9,7,9,36,429.9
"P9",2015-09-01,1,379,3,9,35,379
"P9",2015-08-25,1,404.1,3,8,34,404.1
"P9",2015-09-05,1,429.9,7,9,36,429.9
"P9",2015-09-02,2,686,4,9,36,343
"P9",2015-09-01,2,758,3,9,35,379
"P9",2015-08-20,1,379,5,8,34,379
"P9",2015-08-19,1,379,4,8,34,379
"P9",2015-08-18,1,379,3,8,33,379
"P9",2015-08-18,1,379,3,8,33,379
"P9",2015-08-20,5,1895,5,8,34,379
"P9",2015-08-19,1,379,4,8,34,379
"P9",2015-08-20,1,379,5,8,34,379
"P9",2015-08-19,1,379,4,8,34,379
"P9",2015-08-20,1,379,5,8,34,379
"P9",2015-08-20,1,379,5,8,34,379
"P9",2015-08-28,1,399,6,8,35,399
"P9",2015-08-19,1,379,4,8,34,379
"P9",2015-09-22,1,399.98,3,9,38,399.98
"P9",2015-08-29,1,399,7,8,35,399
"P9",2015-08-29,1,399,7,8,35,399
"P9",2015-08-19,1,379,4,8,34,379
"P9",2015-08-19,1,379,4,8,34,379
"P9",2015-08-19,1,379,4,8,34,379
"P9",2015-08-20,1,344.89,5,8,34,344.89
"P9",2015-08-28,1,399,6,8,35,399
"P9",2015-08-27,1,399,5,8,35,399
"P9",2015-08-21,1,379,6,8,34,379
"P9",2015-08-29,1,399,7,8,35,399
"P9",2015-08-21,1,379,6,8,34,379
"P9",2015-09-22,1,394.9,3,9,38,394.9
"P9",2015-08-19,1,379,4,8,34,379
"P9",2015-08-20,1,379,5,8,34,379
"P9",2015-08-20,1,379,5,8,34,379
"P9",2015-08-18,1,379,3,8,33,379
"P9",2015-09-22,1,394.9,3,9,38,394.9
"P9",2015-08-20,1,379,5,8,34,379
"P9",2015-08-08,1,431.67,7,8,32,431.67
"P9",2015-08-20,1,379,5,8,34,379
"P9",2015-08-10,1,431.67,2,8,32,431.67
"P9",2015-08-21,1,379,6,8,34,379
"P9",2015-08-31,1,379,2,8,35,379
"P9",2015-08-29,1,399,7,8,35,399
"P9",2015-08-19,1,379,4,8,34,379
"P9",2015-08-19,1,379,4,8,34,379
"P9",2015-09-01,1,379,3,9,35,379
"P9",2015-08-19,1,379,4,8,34,379
"P9",2015-08-19,1,379,4,8,34,379
"P9",2015-08-20,1,379,5,8,34,379
"P9",2015-08-31,1,399,2,8,35,399
"P9",2015-08-20,1,379,5,8,34,379
"P9",2015-08-20,1,379,5,8,34,379
