"DATE_ORDER" "PROD_ID" "QTY_ORDER" "REVENUE" "Price"
2015-01-01 "P6" 1 1914.8 1914.8
2015-01-02 "P6" 8 15318.4 1914.8
2015-01-03 "P6" 6 11488.8 1914.8
2015-01-04 "P6" 5 9574 1914.8
2015-01-05 "P6" 12 22914.4 1909.53333333333
2015-01-06 "P6" 15 28627.2 1908.48
2015-01-07 "P6" 14 27001.4 1928.67142857143
2015-01-08 "P6" 7 13397.18 1913.88285714286
2015-01-09 "P6" 15 28472.28 1898.152
2015-01-10 "P6" 13 24658.8 1896.83076923077
2015-01-11 "P6" 7 13277.1 1896.72857142857
2015-01-12 "P6" 16 30343.46 1896.46625
2015-01-13 "P6" 12 22861.9 1905.15833333333
2015-01-14 "P6" 7 14274.3 2039.18571428571
2015-01-15 "P6" 13 24666.84 1897.44923076923
2015-01-16 "P6" 23 43644.7 1897.59565217391
2015-01-17 "P6" 9 17074.9 1897.21111111111
2015-01-18 "P6" 4 7595.92 1898.98
2015-01-19 "P6" 6 11373.57 1895.595
2015-01-20 "P6" 10 18946.1 1894.61
2015-01-21 "P6" 20 38679.73 1933.9865
2015-01-22 "P6" 14 26515.29 1893.94928571429
2015-01-23 "P6" 15 28402.18 1893.47866666667
2015-01-24 "P6" 7 13253.75 1893.39285714286
2015-01-25 "P6" 5 9466.78 1893.356
2015-01-26 "P6" 7 13253.48 1893.35428571429
2015-01-27 "P6" 6 11394.55 1899.09166666667
2015-01-28 "P6" 6 11359.17 1893.195
2015-01-29 "P6" 2 3786.24 1893.12
2015-01-30 "P6" 7 13251.14 1893.02
2015-01-31 "P6" 5 9464.91 1892.982
2015-02-01 "P6" 3 5678.2 1892.73333333333
2015-02-02 "P6" 5 9464.55 1892.91
2015-02-03 "P6" 293 487336.72 1663.2652559727
2015-02-04 "P6" 364 604466.83 1660.62315934066
2015-02-05 "P6" 18 32208.9 1789.38333333333
2015-02-06 "P6" 56 96202.13 1717.89517857143
2015-02-07 "P6" 11 20754.06 1886.73272727273
2015-02-08 "P6" 3 5660.12 1886.70666666667
2015-02-09 "P6" 8 15099.2 1887.4
2015-02-10 "P6" 15 28880.15 1925.34333333333
2015-02-11 "P6" 11 20746.45 1886.04090909091
2015-02-12 "P6" 4 8569.88 2142.47
2015-02-13 "P6" 5 12195 2439
2015-02-14 "P6" 2 4798 2399
2015-02-15 "P6" 3 7197 2399
2015-02-16 "P6" 2 4798 2399
2015-02-17 "P6" 4 9596 2399
2015-02-18 "P6" 2 4798 2399
2015-02-19 "P6" 3 6444.01 2148.00333333333
2015-02-20 "P6" 4 9596 2399
2015-02-21 "P6" 10 23700.2 2370.02
2015-02-22 "P6" 2 4798 2399
2015-02-23 "P6" 2 4798 2399
2015-02-24 "P6" 3 7077.05 2359.01666666667
2015-02-25 "P6" 3 6615.05 2205.01666666667
2015-02-26 "P6" 6 10766.15 1794.35833333333
2015-02-27 "P6" 159 266843.24 1678.25937106918
2015-02-28 "P6" 11 18680.28 1698.20727272727
2015-03-01 "P6" 2 4798 2399
2015-03-02 "P6" 1 2399 2399
2015-03-03 "P6" 11 23990 2180.90909090909
2015-03-04 "P6" 135 230261.09 1705.6377037037
2015-03-05 "P6" 69 120137.69 1741.12594202899
2015-03-06 "P6" 51 90166.35 1767.96764705882
2015-03-07 "P6" 7 13032.35 1861.76428571429
2015-03-08 "P6" 1 2399 2399
2015-03-09 "P6" 3 5997 1999
2015-03-10 "P6" 69 123681.25 1792.48188405797
2015-03-11 "P6" 16 28783.43 1798.964375
