"PROD_ID","DATE_ORDER","QTY_ORDER","REVENUE","day","month","week","PROD_PRICE"
"P8",2015-07-28,4,1604,3,7,30,401
"P8",2015-07-30,1,388.16,5,7,31,388.16
"P8",2015-07-31,1,388.16,6,7,31,388.16
"P8",2015-07-29,1,448.52,4,7,31,448.52
"P8",2015-07-25,1,439,7,7,30,439
"P8",2015-07-21,1,443,3,7,29,443
"P8",2015-08-23,1,449.1,1,8,34,449.1
"P8",2015-07-27,1,437,2,7,30,437
"P8",2015-08-04,1,449.9,3,8,31,449.9
"P8",2015-08-02,1,425,1,8,31,425
"P8",2015-07-17,1,469,6,7,29,469
"P8",2015-08-02,1,425,1,8,31,425
"P8",2015-08-07,1,472.13,6,8,32,472.13
"P8",2015-07-27,1,437,2,7,30,437
"P8",2015-07-31,1,383.89,6,7,31,383.89
"P8",2015-07-30,1,388.16,5,7,31,388.16
"P8",2015-07-30,1,426.55,5,7,31,426.55
"P8",2015-07-22,1,445.55,4,7,30,445.55
"P8",2015-07-30,1,426.55,5,7,31,426.55
"P8",2015-08-02,1,425,1,8,31,425
"P8",2015-07-30,1,426.55,5,7,31,426.55
"P8",2015-07-21,1,469,3,7,29,469
"P8",2015-07-22,1,445.55,4,7,30,445.55
"P8",2015-07-30,1,426.55,5,7,31,426.55
"P8",2015-07-27,1,437,2,7,30,437
"P8",2015-07-23,1,445.55,5,7,30,445.55
"P8",2015-07-22,1,445.55,4,7,30,445.55
"P8",2015-08-11,1,449,3,8,32,449
"P8",2015-07-31,1,426.55,6,7,31,426.55
"P8",2015-07-20,1,469,2,7,29,469
"P8",2015-08-19,1,379,4,8,34,379
"P8",2015-07-31,1,426.55,6,7,31,426.55
"P8",2015-07-27,1,437,2,7,30,437
"P8",2015-07-25,1,439,7,7,30,439
"P8",2015-07-31,1,426.55,6,7,31,426.55
"P8",2015-07-30,1,426.55,5,7,31,426.55
"P8",2015-08-04,1,449.9,3,8,31,449.9
"P8",2015-08-06,1,449,5,8,32,449
"P8",2015-08-03,1,469,2,8,31,469
"P8",2015-07-28,1,431.19,3,7,30,431.19
"P8",2015-07-24,1,439,6,7,30,439
