"PROD_ID","DATE_ORDER","QTY_ORDER","REVENUE","day","month","week","PROD_PRICE"
"P6",2015-08-02,1,1808.99,1,8,31,1808.99
"P6",2015-08-17,1,1674,2,8,33,1674
"P6",2015-08-17,1,1673.95,2,8,33,1673.95
"P6",2015-08-11,1,1674,3,8,32,1674
"P6",2015-08-17,1,1674,2,8,33,1674
"P6",2015-07-30,1,1697.34,5,7,31,1697.34
"P6",2015-08-06,1,1676.99,5,8,32,1676.99
"P6",2015-08-16,1,1674,1,8,33,1674
"P6",2015-07-25,1,1608.67,7,7,30,1608.67
"P6",2015-07-16,1,1697.68,5,7,29,1697.68
"P6",2015-07-31,1,1808.99,6,7,31,1808.99
"P6",2015-07-21,1,1819.43,3,7,29,1819.43
"P6",2015-08-10,1,1677,2,8,32,1677
"P6",2015-08-23,1,1728.9,1,8,34,1728.9
"P6",2015-07-27,1,1787.41,2,7,30,1787.41
"P6",2015-08-07,1,1676.99,6,8,32,1676.99
"P6",2015-07-28,1,1874.32,3,7,30,1874.32
"P6",2015-07-26,1,1608.67,1,7,30,1608.67
"P6",2015-07-16,1,1697.69,5,7,29,1697.69
"P6",2015-08-19,1,1899.05,4,8,34,1899.05
"P6",2015-07-31,1,1808.99,6,7,31,1808.99
"P6",2015-07-31,1,1808.99,6,7,31,1808.99
"P6",2015-07-28,1,1697.31,3,7,30,1697.31
"P6",2015-07-29,1,1760.09,4,7,31,1760.09
"P6",2015-09-24,1,1399,5,9,39,1399
"P6",2015-09-01,1,1499.9,3,9,35,1499.9
"P6",2015-08-31,1,1499.9,2,8,35,1499.9
"P6",2015-08-26,1,1499.9,4,8,35,1499.9
"P6",2015-08-20,1,1673.89,5,8,34,1673.89
"P6",2015-08-13,1,1999,5,8,33,1999
"P6",2015-08-27,1,1637.77,5,8,35,1637.77
"P6",2015-09-01,1,1499.9,3,9,35,1499.9
"P6",2015-07-30,1,1697.34,5,7,31,1697.34
"P6",2015-08-17,1,1673.95,2,8,33,1673.95
"P6",2015-07-27,1,1697.31,2,7,30,1697.31
