"PROD_ID","DATE_ORDER","QTY_ORDER","REVENUE","day","month","week","PROD_PRICE"
"P5",2015-07-25,1,935,7,7,30,935
"P5",2015-07-22,1,799,4,7,30,799
"P5",2015-07-21,1,799,3,7,29,799
"P5",2015-07-17,1,749,6,7,29,749
"P5",2015-07-21,1,799,3,7,29,799
"P5",2015-07-18,1,746.1,7,7,29,746.1
"P5",2015-07-20,1,829,2,7,29,829
"P5",2015-08-18,1,749,3,8,33,749
"P5",2015-08-18,1,881,3,8,33,881
"P5",2015-07-27,1,839,2,7,30,839
"P5",2015-08-19,1,749,4,8,34,749
"P5",2015-10-02,1,735.79,6,10,40,735.79
"P5",2015-08-20,1,749,5,8,34,749
"P5",2015-07-21,1,799,3,7,29,799
"P5",2015-07-17,1,749,6,7,29,749
"P5",2015-07-21,1,829,3,7,29,829
"P5",2015-08-26,1,749,4,8,35,749
"P5",2015-07-19,1,829,1,7,29,829
"P5",2015-07-22,1,799,4,7,30,799
"P5",2015-07-06,1,749,2,7,27,749
"P5",2015-08-18,1,749,3,8,33,749
"P5",2015-07-15,1,749,4,7,29,749
"P5",2015-07-16,1,749,5,7,29,749
"P5",2015-09-30,1,799,4,9,40,799
"P5",2015-08-19,1,749,4,8,34,749
"P5",2015-07-22,1,799,4,7,30,799
"P5",2015-07-21,1,799,3,7,29,799
"P5",2015-07-21,1,799,3,7,29,799
"P5",2015-08-20,1,710,5,8,34,710
"P5",2015-07-22,1,799,4,7,30,799
"P5",2015-07-16,1,749,5,7,29,749
"P5",2015-07-15,1,749,4,7,29,749
"P5",2015-07-16,1,749,5,7,29,749
"P5",2015-08-25,1,749,3,8,34,749
"P5",2015-07-22,1,799,4,7,30,799
"P5",2015-07-22,1,799,4,7,30,799
"P5",2015-08-20,1,749,5,8,34,749
"P5",2015-07-23,1,799,5,7,30,799
"P5",2015-07-23,1,759.05,5,7,30,759.05
"P5",2015-07-18,1,829,7,7,29,829
"P5",2015-08-20,1,749,5,8,34,749
"P5",2015-08-19,1,749,4,8,34,749
"P5",2015-09-06,1,789,1,9,36,789
"P5",2015-08-19,1,681.59,4,8,34,681.59
"P5",2015-09-24,1,776.67,5,9,39,776.67
"P5",2015-07-11,1,799,7,7,28,799
"P5",2015-07-14,1,749,3,7,28,749
"P5",2015-08-19,1,710,4,8,34,710
"P5",2015-07-18,1,829,7,7,29,829
"P5",2015-07-15,1,749,4,7,29,749
"P5",2015-07-22,1,799,4,7,30,799
"P5",2015-08-24,1,711.55,2,8,34,711.55
"P5",2015-08-23,1,880.68,1,8,34,880.68
"P5",2015-07-25,1,935,7,7,30,935
"P5",2015-07-18,1,749,7,7,29,749
"P5",2015-07-14,1,749,3,7,28,749
"P5",2015-07-15,1,749,4,7,29,749
"P5",2015-07-19,1,829,1,7,29,829
"P5",2015-08-17,1,881,2,8,33,881
"P5",2015-09-11,1,779,6,9,37,779
"P5",2015-07-21,1,799,3,7,29,799
"P5",2015-08-18,4,2726.36,3,8,33,681.59
"P5",2015-07-21,1,799,3,7,29,799
"P5",2015-08-18,1,681.59,3,8,33,681.59
"P5",2015-07-19,1,749,1,7,29,749
"P5",2015-07-22,1,799,4,7,30,799
"P5",2015-07-21,1,749,3,7,29,749
"P5",2015-08-18,1,881,3,8,33,881
"P5",2015-08-18,1,749,3,8,33,749
"P5",2015-07-22,1,799,4,7,30,799
"P5",2015-07-21,1,799,3,7,29,799
"P5",2015-07-17,1,749,6,7,29,749
"P5",2015-07-22,1,759.05,4,7,30,759.05
"P5",2015-07-18,1,829,7,7,29,829
"P5",2015-07-14,1,749,3,7,28,749
"P5",2015-07-18,1,749,7,7,29,749
"P5",2015-07-21,1,829,3,7,29,829
"P5",2015-08-19,1,710,4,8,34,710
"P5",2015-07-21,1,799,3,7,29,799
"P5",2015-07-16,1,749,5,7,29,749
"P5",2015-07-23,1,799,5,7,30,799
"P5",2015-09-01,1,749,3,9,35,749
"P5",2015-08-24,1,749,2,8,34,749
"P5",2015-08-18,1,881,3,8,33,881
"P5",2015-07-06,1,749,2,7,27,749
"P5",2015-07-11,1,799,7,7,28,799
"P5",2015-09-01,1,749,3,9,35,749
"P5",2015-07-21,1,799,3,7,29,799
"P5",2015-07-28,1,1069,3,7,30,1069
"P5",2015-08-20,1,749,5,8,34,749
"P5",2015-07-27,1,839,2,7,30,839
"P5",2015-07-17,1,749,6,7,29,749
"P5",2015-09-08,1,789,3,9,36,789
"P5",2015-07-16,1,749,5,7,29,749
"P5",2015-09-01,1,677.84,3,9,35,677.84
"P5",2015-07-28,1,927.9,3,7,30,927.9
"P5",2015-07-18,1,829,7,7,29,829
"P5",2015-07-15,1,749,4,7,29,749
"P5",2015-07-15,1,749,4,7,29,749
"P5",2015-07-15,1,749,4,7,29,749
"P5",2015-07-30,2,1957.98,5,7,31,978.99
"P5",2015-07-17,1,749,6,7,29,749
"P5",2015-08-18,1,749,3,8,33,749
"P5",2015-08-12,1,849,4,8,33,849
"P5",2015-08-17,1,849,2,8,33,849
"P5",2015-07-18,1,829,7,7,29,829
"P5",2015-08-20,1,674.1,5,8,34,674.1
"P5",2015-07-19,1,749,1,7,29,749
"P5",2015-08-31,1,749,2,8,35,749
"P5",2015-08-19,1,749,4,8,34,749
"P5",2015-07-19,1,829,1,7,29,829
"P5",2015-08-20,1,749,5,8,34,749
"P5",2015-07-22,1,799,4,7,30,799
"P5",2015-08-05,1,905,4,8,32,905
"P5",2015-07-21,1,799,3,7,29,799
"P5",2015-07-21,1,799,3,7,29,799
"P5",2015-07-15,1,749,4,7,29,749
"P5",2015-07-18,1,787.55,7,7,29,787.55
"P5",2015-07-21,1,799,3,7,29,799
"P5",2015-07-18,1,829,7,7,29,829
"P5",2015-07-22,1,799,4,7,30,799
"P5",2015-07-21,1,799,3,7,29,799
"P5",2015-08-20,1,749,5,8,34,749
"P5",2015-08-20,1,749,5,8,34,749
"P5",2015-08-19,1,749,4,8,34,749
"P5",2015-07-28,1,927.9,3,7,30,927.9
"P5",2015-07-14,1,797,3,7,28,797
"P5",2015-07-23,1,799,5,7,30,799
"P5",2015-08-19,1,681.59,4,8,34,681.59
"P5",2015-07-22,1,799,4,7,30,799
