"PROD_ID","DATE_ORDER","QTY_ORDER","REVENUE","day","month","week","PROD_PRICE"
"P4",2015-07-25,1,540.55,7,7,30,540.55
"P4",2015-08-26,1,499.9,4,8,35,499.9
"P4",2015-08-05,1,569,4,8,32,569
"P4",2015-07-26,1,689.99,1,7,30,689.99
"P4",2015-07-26,1,689.9,1,7,30,689.9
"P4",2015-07-23,1,540.55,5,7,30,540.55
"P4",2015-07-23,2,1081.1,5,7,30,540.55
"P4",2015-09-23,1,429,4,9,39,429
"P4",2015-08-16,1,544,1,8,33,544
"P4",2015-09-23,1,429,4,9,39,429
"P4",2015-08-18,1,529.9,3,8,33,529.9
"P4",2015-07-29,1,540.55,4,7,31,540.55
"P4",2015-08-18,1,529.9,3,8,33,529.9
"P4",2015-09-16,1,498,4,9,38,498
"P4",2015-07-25,1,539.9,7,7,30,539.9
"P4",2015-07-23,2,1081.1,5,7,30,540.55
"P4",2015-07-29,1,540.55,4,7,31,540.55
"P4",2015-08-07,1,579.89,6,8,32,579.89
"P4",2015-08-11,1,545.99,3,8,32,545.99
"P4",2015-07-29,1,540.55,4,7,31,540.55
"P4",2015-08-29,1,569,7,8,35,569
"P4",2015-08-22,1,512.1,7,8,34,512.1
"P4",2015-09-01,1,540.55,3,9,35,540.55
"P4",2015-09-05,1,443.33,7,9,36,443.33
"P4",2015-08-20,1,499.9,5,8,34,499.9
"P4",2015-08-31,1,569,2,8,35,569
"P4",2015-08-21,1,499.9,6,8,34,499.9
"P4",2015-09-22,1,429,3,9,38,429
"P4",2015-08-21,1,499.9,6,8,34,499.9
"P4",2015-08-21,1,499.9,6,8,34,499.9
"P4",2015-08-26,1,499.89,4,8,35,499.89
"P4",2015-08-28,1,498,6,8,35,498
"P4",2015-09-05,6,2659.98,7,9,36,443.33
"P4",2015-08-19,3,1499.7,4,8,34,499.9
"P4",2015-09-15,1,498,3,9,37,498
"P4",2015-08-29,1,569,7,8,35,569
"P4",2015-09-27,1,494.87,1,9,39,494.87
"P4",2015-08-21,1,499.9,6,8,34,499.9
"P4",2015-08-26,1,499.9,4,8,35,499.9
"P4",2015-08-27,1,499.89,5,8,35,499.89
"P4",2015-08-31,1,569,2,8,35,569
"P4",2015-09-06,5,2216.65,1,9,36,443.33
"P4",2015-08-24,1,499.9,2,8,34,499.9
"P4",2015-08-21,1,499.9,6,8,34,499.9
"P4",2015-07-25,1,539.9,7,7,30,539.9
"P4",2015-08-04,1,587.9,3,8,31,587.9
"P4",2015-07-26,1,512.1,1,7,30,512.1
"P4",2015-07-27,1,539.9,2,7,30,539.9
"P4",2015-07-24,1,540.55,6,7,30,540.55
"P4",2015-08-18,1,499.9,3,8,33,499.9
"P4",2015-08-04,1,567.87,3,8,31,567.87
"P4",2015-08-18,1,499.9,3,8,33,499.9
"P4",2015-08-18,1,499.9,3,8,33,499.9
"P4",2015-08-18,1,499.9,3,8,33,499.9
"P4",2015-08-23,1,499.9,1,8,34,499.9
"P4",2015-08-03,1,567.86,2,8,31,567.86
"P4",2015-08-17,1,544,2,8,33,544
"P4",2015-07-30,1,540.55,5,7,31,540.55
"P4",2015-08-03,1,567.86,2,8,31,567.86
"P4",2015-08-25,1,499.9,3,8,34,499.9
"P4",2015-08-23,1,499.9,1,8,34,499.9
"P4",2015-09-24,1,386.1,5,9,39,386.1
"P4",2015-09-23,1,429,4,9,39,429
"P4",2015-09-23,1,429,4,9,39,429
