"PROD_ID","DATE_ORDER","QTY_ORDER","REVENUE","day","month","week","PROD_PRICE"
"P2",2015-06-23,1,649,3,6,25,649
"P2",2015-07-29,1,664.05,4,7,31,664.05
"P2",2015-07-31,1,664.05,6,7,31,664.05
"P2",2015-07-31,1,664.05,6,7,31,664.05
"P2",2015-09-04,1,658.99,6,9,36,658.99
"P2",2015-07-30,1,664.05,5,7,31,664.05
"P2",2015-07-31,1,664.05,6,7,31,664.05
"P2",2015-07-31,1,664.05,6,7,31,664.05
"P2",2015-07-31,1,664.05,6,7,31,664.05
"P2",2015-08-11,1,667,3,8,32,667
"P2",2015-07-31,2,1328.1,6,7,31,664.05
"P2",2015-07-29,1,629.1,4,7,31,629.1
"P2",2015-07-18,1,709,7,7,29,709
"P2",2015-07-18,1,656.1,7,7,29,656.1
"P2",2015-08-01,1,664.05,7,8,31,664.05
"P2",2015-08-01,1,699.9,7,8,31,699.9
"P2",2015-08-04,1,688.99,3,8,31,688.99
"P2",2015-07-30,1,597.65,5,7,31,597.65
"P2",2015-08-04,1,688,3,8,31,688
"P2",2015-07-30,1,664.05,5,7,31,664.05
"P2",2015-07-30,1,664.05,5,7,31,664.05
"P2",2015-07-29,1,664.05,4,7,31,664.05
"P2",2015-08-04,1,688.99,3,8,31,688.99
"P2",2015-08-04,2,1377.98,3,8,31,688.99
"P2",2015-08-06,1,685.98,5,8,32,685.98
"P2",2015-07-30,1,664.05,5,7,31,664.05
"P2",2015-07-30,1,664.05,5,7,31,664.05
"P2",2015-07-30,1,664.05,5,7,31,664.05
"P2",2015-07-23,1,729,5,7,30,729
"P2",2015-07-30,1,664.05,5,7,31,664.05
"P2",2015-07-30,1,664.05,5,7,31,664.05
"P2",2015-07-25,1,719.89,7,7,30,719.89
"P2",2015-07-27,1,728.89,2,7,30,728.89
"P2",2015-07-31,1,664.05,6,7,31,664.05
"P2",2015-07-30,1,664.05,5,7,31,664.05
"P2",2015-07-13,1,699.9,2,7,28,699.9
"P2",2015-07-30,1,664.05,5,7,31,664.05
"P2",2015-07-30,1,664.05,5,7,31,664.05
"P2",2015-07-31,1,664.05,6,7,31,664.05
"P2",2015-08-05,1,687,4,8,32,687
"P2",2015-08-24,1,697.86,2,8,34,697.86
"P2",2015-08-03,1,707.9,2,8,31,707.9
"P2",2015-07-27,1,728.89,2,7,30,728.89
