"month","day","PROD_ID","QTY_ORDER","REVENUE","Price"
1,1,"P7",1279,1050353.48,821.230242376857
1,2,"P7",2531,2073010.73,819.048095614382
1,3,"P7",3426,2793396.24,815.352084063047
1,4,"P7",3775,3063597.3,811.548953642384
1,5,"P7",1812,1480781.5,817.208333333333
1,6,"P7",2810,2300986.37,818.856359430605
1,7,"P7",1868,1524660.63,816.199480728051
2,1,"P7",2153,1762037.26,818.410246168138
2,2,"P7",2947,2451974.3,832.02385476756
2,3,"P7",3485,2868654.92,823.143449067432
2,4,"P7",5318,4284943.02,805.743328318917
2,5,"P7",3621,2981655.75,823.434341342171
2,6,"P7",2755,2286314.3,829.878148820327
2,7,"P7",3111,2526165.84,812.01087753134
3,1,"P7",1996,1613224.26,808.228587174349
3,2,"P7",3007,2479337.65,824.52199866977
3,3,"P7",4793,3889632.98,811.52367619445
3,4,"P7",4571,3689822.36,807.224318529862
3,5,"P7",1631,1370658.63,840.379294911097
3,6,"P7",1610,1359798.24,844.595180124224
3,7,"P7",991,835322.19,842.908365287588
4,1,"P7",1685,1365891.82,810.618290801187
4,2,"P7",2502,2046243.27,817.843033573141
4,3,"P7",2148,1743998.84,811.917523277467
4,4,"P7",3551,2869048.44,807.955066178541
4,5,"P7",3341,2676196.75,801.016686620772
4,6,"P7",2096,1702212.67,812.124365458015
4,7,"P7",2112,1700890.55,805.345904356061
5,1,"P7",3553,2702366.04,760.587120743034
5,2,"P7",2588,2017841.37,779.691410355487
5,3,"P7",3889,2955290.21,759.910056569812
5,4,"P7",5327,4024358.37,755.464308241036
5,5,"P7",3931,2989854.37,760.583660646146
5,6,"P7",6820,5173172.11,758.529634897361
5,7,"P7",6635,4994848.7,752.803119819141
6,1,"P7",1398,1056390.53,755.644155937053
6,2,"P7",3235,2438615.79,753.822500772798
6,3,"P7",4886,3652578.52,747.560073679902
6,4,"P7",4598,3450257.9,750.382318399304
6,5,"P7",5794,4325846.81,746.608010010355
6,6,"P7",3512,2619766.28,745.947118451025
6,7,"P7",1976,1471440.02,744.655880566802
7,1,"P7",2510,1872997.89,746.214298804781
7,2,"P7",2860,2137131.22,747.248678321678
7,3,"P7",3619,2642089.39,730.060621718707
7,4,"P7",3583,2671751.93,745.674554842311
7,5,"P7",4712,3487670.84,740.167835314092
7,6,"P7",3590,2673835.47,744.800966573816
7,7,"P7",2837,2114463.99,745.316880507579
8,1,"P7",576,430213.38,746.898229166667
8,2,"P7",2127,1537484.42,722.841758345087
8,3,"P7",3298,2322639.77,704.257055791389
8,4,"P7",6052,4164410.51,688.104843027098
8,5,"P7",4275,2979075.27,696.859712280702
8,6,"P7",1186,871927.8,735.183642495784
8,7,"P7",897,674723.86,752.200512820513
9,1,"P7",1664,1169336.86,702.726478365385
9,2,"P7",1236,873696.15,706.87390776699
9,3,"P7",5610,3900752.05,695.321221033868
9,4,"P7",8379,5762435.81,687.723572025301
9,5,"P7",6054,4174967.36,689.621301618764
9,6,"P7",3107,2161595.87,695.718014161571
9,7,"P7",1772,1241677.52,700.720948081264
10,1,"P7",72,56798.95,788.874305555556
10,2,"P7",94,74267.3,790.077659574468
10,3,"P7",743,528845.57,711.770619111709
10,4,"P7",1913,1343798.13,702.455896497648
10,5,"P7",2010,1394526.02,693.794039800995
10,6,"P7",1655,1148930.88,694.218054380665
10,7,"P7",224,166660.2,744.01875
