"DATE_ORDER" "PROD_ID" "QTY_ORDER" "REVENUE" "Price"
2015-03-19 "P8" 4 2156.4 539.1
2015-03-20 "P8" 19 10422.6 548.557894736842
2015-03-21 "P8" 5 2995 599
2015-03-22 "P8" 10 5960.05 596.005
2015-03-23 "P8" 8 4732.1 591.5125
2015-03-24 "P8" 35 19383.34 553.809714285714
2015-03-25 "P8" 51 27500.09 539.217450980392
2015-03-26 "P8" 10 5900.15 590.015
2015-03-27 "P8" 13 7787 599
2015-03-28 "P8" 9 5391 599
2015-03-29 "P8" 4 2396 599
2015-03-30 "P8" 11 5979.81 543.619090909091
2015-03-31 "P8" 11 6535.09 594.099090909091
2015-04-01 "P8" 6 3183.27 530.545
2015-04-02 "P8" 42 19447.8 463.042857142857
2015-04-03 "P8" 98 47983.55 489.62806122449
2015-04-04 "P8" 37 18338.25 495.628378378378
2015-04-05 "P8" 39 19186.55 491.96282051282
2015-04-06 "P8" 14 7396 528.285714285714
2015-04-07 "P8" 4 2396 599
2015-04-08 "P8" 3 1797 599
2015-04-09 "P8" 7 4193 599
2015-04-10 "P8" 8 4762.05 595.25625
2015-04-11 "P8" 43 21557 501.325581395349
2015-04-12 "P8" 14 7066 504.714285714286
2015-04-13 "P8" 34 16864.44 496.012941176471
2015-04-14 "P8" 80 38802.64 485.033
2015-04-15 "P8" 84 40524.93 482.439642857143
2015-04-16 "P8" 73 36257.83 496.682602739726
2015-04-17 "P8" 46 22597.79 491.256304347826
2015-04-18 "P8" 33 16058.2 486.612121212121
2015-04-19 "P8" 20 10015.25 500.7625
2015-04-20 "P8" 24 12060.89 502.537083333333
2015-04-21 "P8" 52 25608.02 492.461923076923
2015-04-22 "P8" 28 13746.95 490.9625
2015-04-23 "P8" 14 7070.16 505.011428571429
2015-04-24 "P8" 15 7985 532.333333333333
2015-04-25 "P8" 21 10569.2 503.295238095238
2015-04-26 "P8" 23 11627.1 505.526086956522
2015-04-27 "P8" 26 13414 515.923076923077
2015-04-28 "P8" 16 8464.2 529.0125
2015-04-29 "P8" 8 4331 541.375
2015-04-30 "P8" 17 8760.15 515.302941176471
2015-05-01 "P8" 7 3693 527.571428571429
2015-05-02 "P8" 10 5990 599
2015-05-03 "P8" 3 1797 599
2015-05-04 "P8" 25 12805.3 512.212
2015-05-05 "P8" 21 10879.2 518.057142857143
2015-05-06 "P8" 17 8683 510.764705882353
2015-05-07 "P8" 75 37126 495.013333333333
2015-05-08 "P8" 21 11179.13 532.339523809524
2015-05-09 "P8" 43 21932.05 510.047674418605
2015-05-10 "P8" 44 22186.08 504.229090909091
2015-05-11 "P8" 16 8640 540
2015-05-12 "P8" 61 29308.04 480.459672131148
2015-05-13 "P8" 170 79001.91 464.717117647059
2015-05-14 "P8" 386 177852.68 460.758238341969
2015-05-15 "P8" 293 134539.82 459.180273037543
2015-05-16 "P8" 189 87377.71 462.315925925926
2015-05-17 "P8" 148 68191.42 460.752837837838
2015-05-18 "P8" 74 35217.91 475.917702702703
2015-05-19 "P8" 15 7580.3 505.353333333333
2015-05-20 "P8" 31 14974.91 483.061612903226
2015-05-21 "P8" 17 8389.27 493.486470588235
2015-05-22 "P8" 22 11371.85 516.902272727273
2015-05-23 "P8" 17 8507.29 500.428823529412
2015-05-24 "P8" 19 8809.65 463.665789473684
2015-05-25 "P8" 72 33854.03 470.194861111111
2015-05-26 "P8" 250 106231.9 424.9276
2015-05-27 "P8" 404 170107.53 421.058242574257
2015-05-28 "P8" 212 91031.89 429.39570754717
2015-05-29 "P8" 162 70547.59 435.478950617284
2015-05-30 "P8" 155 68183.08 439.890838709677
2015-05-31 "P8" 165 72988.61 442.355212121212
2015-06-01 "P8" 70 32368.93 462.413285714286
2015-06-02 "P8" 106 50630.3 477.644339622642
2015-06-03 "P8" 24 12079.05 503.29375
2015-06-04 "P8" 42 20885.64 497.277142857143
2015-06-05 "P8" 55 27343.25 497.15
2015-06-06 "P8" 32 15968 499
2015-06-07 "P8" 35 17465 499
2015-06-08 "P8" 44 21997 499.931818181818
2015-06-09 "P8" 25 12489 499.56
2015-06-10 "P8" 58 28842.2 497.279310344828
2015-06-11 "P8" 16 8273 517.0625
2015-06-12 "P8" 11 5693.9 517.627272727273
