"DATE_ORDER" "PROD_ID" "QTY_ORDER" "REVENUE" "Price"
2015-04-10 "P5" 3 3277 1092.33333333333
2015-04-11 "P5" 9 8991 999
2015-04-12 "P5" 5 5230.04 1046.008
2015-04-13 "P5" 5 4995 999
2015-04-14 "P5" 10 9990 999
2015-04-15 "P5" 2 2128 1064
2015-04-17 "P5" 5 4905.19 981.038
2015-04-18 "P5" 7 6893.1 984.728571428572
2015-04-19 "P5" 12 11898.09 991.5075
2015-04-20 "P5" 6 6194 1032.33333333333
2015-04-21 "P5" 4 4096 1024
2015-04-22 "P5" 5 5653.78 1130.756
2015-04-23 "P5" 1 1078.55 1078.55
2015-04-24 "P5" 2 1983.99 991.995
2015-04-25 "P5" 3 2982.99 994.33
2015-04-26 "P5" 7 7108.94 1015.56285714286
2015-04-27 "P5" 6 6028.98 1004.83
2015-04-28 "P5" 5 5137.59 1027.518
2015-04-29 "P5" 8 7292.7 911.5875
2015-04-30 "P5" 8 7443.29 930.41125
2015-05-01 "P5" 1 1047.39 1047.39
2015-05-02 "P5" 2 2094.72 1047.36
2015-05-03 "P5" 1 1099 1099
2015-05-04 "P5" 3 3045.35 1015.11666666667
2015-05-05 "P5" 5 4795.2 959.04
2015-05-06 "P5" 1 1046.9 1046.9
2015-05-08 "P5" 1 1032.99 1032.99
2015-05-09 "P5" 2 2112.98 1056.49
2015-05-10 "P5" 1 1013.96 1013.96
2015-05-11 "P5" 4 4009.93 1002.4825
2015-05-12 "P5" 2 1998 999
2015-05-15 "P5" 2 2037 1018.5
2015-05-16 "P5" 4 4062.97 1015.7425
2015-05-17 "P5" 3 3076.1 1025.36666666667
2015-05-19 "P5" 2 1973 986.5
2015-05-20 "P5" 3 2948.97 982.99
2015-05-21 "P5" 1 980 980
2015-05-22 "P5" 3 2919.68 973.226666666667
2015-05-23 "P5" 7 6663.24 951.891428571428
2015-05-24 "P5" 8 7662.23 957.77875
2015-05-25 "P5" 4 3827.96 956.99
2015-05-26 "P5" 8 7458.68 932.335
2015-05-27 "P5" 13 11787.92 906.763076923077
2015-05-28 "P5" 15 13469.85 897.99
2015-05-29 "P5" 20 18045.9 902.295
2015-05-30 "P5" 21 19249 916.619047619048
2015-05-31 "P5" 4 3708.9 927.225
2015-06-01 "P5" 9 8253 917
2015-06-02 "P5" 12 10764 897
2015-06-03 "P5" 11 9866.91 896.991818181818
2015-06-04 "P5" 5 4484.95 896.99
2015-06-05 "P5" 15 13441.98 896.132
2015-06-06 "P5" 6 5370.99 895.165
2015-06-07 "P5" 12 10739.91 894.9925
2015-06-08 "P5" 12 10739.64 894.97
2015-06-09 "P5" 8 7219.88 902.485
2015-06-10 "P5" 11 10076.88 916.08
2015-06-11 "P5" 1 929 929
2015-06-12 "P5" 6 6136.39 1022.73166666667
2015-06-13 "P5" 1 946.59 946.59
2015-06-14 "P5" 4 3730.53 932.6325
2015-06-15 "P5" 3 2781.96 927.32
2015-06-16 "P5" 2 1914.1 957.05
2015-06-17 "P5" 1 924 924
2015-06-18 "P5" 5 4494.5 898.9
2015-06-19 "P5" 13 11412.51 877.885384615385
