"month","day","PROD_ID","QTY_ORDER","REVENUE","Price"
2,1,"P3",11,15594.49,1417.68090909091
2,2,"P3",18,26621.94,1478.99666666667
2,3,"P3",16,23779.08,1486.1925
2,4,"P3",24,34821.77,1450.90708333333
2,5,"P3",23,33622.57,1461.85086956522
2,6,"P3",33,49392.05,1496.72878787879
2,7,"P3",24,35464.68,1477.695
3,1,"P3",65,92776.59,1427.33215384615
3,2,"P3",86,123045.85,1430.76569767442
3,3,"P3",88,122754.76,1394.94045454545
3,4,"P3",135,186502.18,1381.49762962963
3,5,"P3",85,119489.61,1405.76011764706
3,6,"P3",44,63359.67,1439.9925
3,7,"P3",62,87502.46,1411.33
4,1,"P3",42,54785.22,1304.41
4,2,"P3",59,78193.42,1325.31220338983
4,3,"P3",77,101129.36,1313.36831168831
4,4,"P3",60,80836.38,1347.273
4,5,"P3",60,80579.71,1342.99516666667
4,6,"P3",45,59332.02,1318.48933333333
4,7,"P3",66,85751.45,1299.26439393939
5,1,"P3",58,73721.47,1271.05982758621
5,2,"P3",41,54053.95,1318.38902439024
5,3,"P3",58,75803.19,1306.95155172414
5,4,"P3",52,67577.89,1299.57480769231
5,5,"P3",46,58700.59,1276.0997826087
5,6,"P3",40,51995.05,1299.87625
5,7,"P3",64,82288.78,1285.7621875
6,1,"P3",17,21149.8,1244.10588235294
6,2,"P3",33,41180.21,1247.88515151515
6,3,"P3",60,73250.13,1220.8355
6,4,"P3",54,66103.15,1224.13240740741
6,5,"P3",39,48887.39,1253.52282051282
6,6,"P3",24,30052.76,1252.19833333333
6,7,"P3",26,32264.12,1240.92769230769
7,1,"P3",98,107749,1099.47959183673
7,2,"P3",155,170490.49,1099.93864516129
7,3,"P3",135,148098.4,1097.02518518519
7,4,"P3",115,128613.27,1118.37626086957
7,5,"P3",92,104010.37,1130.5475
7,6,"P3",118,131458.22,1114.05271186441
7,7,"P3",98,108039.7,1102.44591836735
8,1,"P3",22,25989.92,1181.36
8,2,"P3",22,26905.56,1222.98
8,3,"P3",25,30047.87,1201.9148
8,4,"P3",24,28063.14,1169.2975
8,5,"P3",13,16726.3,1286.63846153846
8,6,"P3",9,11037.8,1226.42222222222
8,7,"P3",38,41872.25,1101.90131578947
9,1,"P3",14,17917.22,1279.80142857143
9,2,"P3",10,12676.04,1267.604
9,3,"P3",41,50786.59,1238.69731707317
9,4,"P3",61,71731.99,1175.93426229508
9,5,"P3",36,44704.12,1241.78111111111
9,6,"P3",19,23368.37,1229.91421052632
9,7,"P3",12,14500.76,1208.39666666667
10,1,"P3",12,14003.52,1166.96
10,2,"P3",8,9335.68,1166.96
10,3,"P3",10,12110.21,1211.021
10,4,"P3",6,7390.74,1231.79
10,5,"P3",5,5776.64,1155.328
10,6,"P3",6,6965.84,1160.97333333333
10,7,"P3",10,11436.2,1143.62
