"PROD_ID","DATE_ORDER","QTY_ORDER","REVENUE","day","month","week","PROD_PRICE"
"P3",2015-07-31,1,1049,6,7,31,1049
"P3",2015-07-31,1,1049,6,7,31,1049
"P3",2015-08-02,1,1098,1,8,31,1098
"P3",2015-07-21,1,1098,3,7,29,1098
"P3",2015-07-25,1,1149,7,7,30,1149
"P3",2015-08-11,1,1299,3,8,32,1299
"P3",2015-07-31,1,1049,6,7,31,1049
"P3",2015-07-20,1,1098,2,7,29,1098
"P3",2015-07-28,1,1149,3,7,30,1149
"P3",2015-09-04,1,1265.74,6,9,36,1265.74
"P3",2015-08-01,1,1049,7,8,31,1049
"P3",2015-07-31,1,1049,6,7,31,1049
"P3",2015-07-25,1,1149,7,7,30,1149
"P3",2015-07-31,1,1049,6,7,31,1049
"P3",2015-07-25,1,1149,7,7,30,1149
"P3",2015-08-02,1,1098,1,8,31,1098
"P3",2015-07-28,1,1149,3,7,30,1149
"P3",2015-08-01,1,1049,7,8,31,1049
"P3",2015-07-31,1,1049,6,7,31,1049
"P3",2015-08-06,1,1499,5,8,32,1499
"P3",2015-07-31,1,1049,6,7,31,1049
"P3",2015-08-18,1,1098,3,8,33,1098
"P3",2015-08-04,1,1248.99,3,8,31,1248.99
"P3",2015-07-31,1,1049,6,7,31,1049
"P3",2015-07-30,1,1149,5,7,31,1149
"P3",2015-07-31,1,1049,6,7,31,1049
"P3",2015-07-25,1,1149,7,7,30,1149
"P3",2015-07-26,1,1149,1,7,30,1149
"P3",2015-07-30,1,1149,5,7,31,1149
"P3",2015-07-31,1,1049,6,7,31,1049
"P3",2015-07-25,1,1149,7,7,30,1149
"P3",2015-07-27,1,1149,2,7,30,1149
"P3",2015-08-18,1,1329,3,8,33,1329
"P3",2015-09-15,1,1098,3,9,37,1098
"P3",2015-09-01,1,1246.22,3,9,35,1246.22
"P3",2015-08-31,1,1098,2,8,35,1098
"P3",2015-08-21,1,1098,6,8,34,1098
"P3",2015-07-31,1,1049,6,7,31,1049
"P3",2015-08-01,1,1049,7,8,31,1049
"P3",2015-07-31,1,1049,6,7,31,1049
"P3",2015-08-04,1,1098,3,8,31,1098
"P3",2015-07-31,1,1049,6,7,31,1049
"P3",2015-08-22,1,1098,7,8,34,1098
"P3",2015-08-04,1,1098,3,8,31,1098
"P3",2015-08-16,1,1309,1,8,33,1309
"P3",2015-08-18,1,1329,3,8,33,1329
"P3",2015-08-02,1,1098,1,8,31,1098
"P3",2015-08-03,1,1098,2,8,31,1098
"P3",2015-08-03,1,1248.99,2,8,31,1248.99
"P3",2015-08-02,1,1098,1,8,31,1098
"P3",2015-08-01,1,1049,7,8,31,1049
"P3",2015-08-01,1,1098,7,8,31,1098
"P3",2015-08-01,1,1049,7,8,31,1049
"P3",2015-07-31,1,1049,6,7,31,1049
"P3",2015-08-02,1,1098,1,8,31,1098
"P3",2015-10-04,1,1166.96,1,10,40,1166.96
"P3",2015-09-20,1,1296.62,1,9,38,1296.62
"P3",2015-10-05,1,1166.96,2,10,40,1166.96
"P3",2015-09-20,1,1296.62,1,9,38,1296.62
"P3",2015-09-24,1,1229,5,9,39,1229
"P3",2015-09-26,1,1149,7,9,39,1149
"P3",2015-09-26,1,1149,7,9,39,1149
"P3",2015-09-26,1,1149,7,9,39,1149
"P3",2015-07-26,1,1149,1,7,30,1149
"P3",2015-07-27,1,1197.99,2,7,30,1197.99
"P3",2015-08-03,1,1248.99,2,8,31,1248.99
"P3",2015-07-14,1,1069.9,3,7,28,1069.9
"P3",2015-08-19,1,1098,4,8,34,1098
"P3",2015-07-31,1,1049,6,7,31,1049
"P3",2015-07-31,1,1049,6,7,31,1049
"P3",2015-08-01,1,1049,7,8,31,1049
"P3",2015-08-01,1,1098,7,8,31,1098
"P3",2015-09-04,1,1299.9,6,9,36,1299.9
"P3",2015-08-24,1,1349.1,2,8,34,1349.1
"P3",2015-08-12,1,1299,4,8,33,1299
"P3",2015-09-02,1,1311.81,4,9,36,1311.81
"P3",2015-09-13,1,1263.7,1,9,37,1263.7
"P3",2015-08-24,2,2698.2,2,8,34,1349.1
"P3",2015-09-17,1,1296.62,5,9,38,1296.62
"P3",2015-09-02,1,1311.81,4,9,36,1311.81
"P3",2015-09-10,1,1286,5,9,37,1286
"P3",2015-09-01,1,1311.81,3,9,35,1311.81
"P3",2015-09-01,1,1311.81,3,9,35,1311.81
"P3",2015-09-07,1,1319,2,9,36,1319
"P3",2015-09-02,1,1311.81,4,9,36,1311.81
"P3",2015-08-25,1,1180.63,3,8,34,1180.63
"P3",2015-09-10,1,1286,5,9,37,1286
"P3",2015-09-01,1,1246.22,3,9,35,1246.22
"P3",2015-09-06,1,1347.91,1,9,36,1347.91
"P3",2015-08-27,1,1274.9,5,8,35,1274.9
"P3",2015-08-23,1,1349.1,1,8,34,1349.1
"P3",2015-08-31,1,1311.81,2,8,35,1311.81
"P3",2015-09-27,1,1166.96,1,9,39,1166.96
"P3",2015-09-02,1,1311.81,4,9,36,1311.81
"P3",2015-09-10,1,1286,5,9,37,1286
"P3",2015-08-01,1,1049,7,8,31,1049
"P3",2015-07-31,1,1149,6,7,31,1149
"P3",2015-07-25,1,1149,7,7,30,1149
"P3",2015-07-26,1,1149,1,7,30,1149
"P3",2015-07-28,1,1149,3,7,30,1149
"P3",2015-08-04,1,1098,3,8,31,1098
"P3",2015-08-04,1,1248.99,3,8,31,1248.99
"P3",2015-09-01,1,1311.81,3,9,35,1311.81
"P3",2015-08-29,1,1098,7,8,35,1098
"P3",2015-08-26,1,1274.9,4,8,35,1274.9
"P3",2015-08-26,1,1180.63,4,8,35,1180.63
"P3",2015-08-23,1,1349.1,1,8,34,1349.1
"P3",2015-08-01,1,1049,7,8,31,1049
"P3",2015-08-01,1,1049,7,8,31,1049
"P3",2015-07-22,1,1369,4,7,30,1369
"P3",2015-07-31,1,1149,6,7,31,1149
"P3",2015-07-27,1,1149,2,7,30,1149
"P3",2015-07-27,1,1149,2,7,30,1149
"P3",2015-08-31,1,1246.22,2,8,35,1246.22
"P3",2015-08-19,1,1098,4,8,34,1098
"P3",2015-08-18,1,1329,3,8,33,1329
"P3",2015-08-19,1,1309.9,4,8,34,1309.9
"P3",2015-08-01,1,1049,7,8,31,1049
"P3",2015-08-01,1,1049,7,8,31,1049
"P3",2015-07-28,1,1149,3,7,30,1149
"P3",2015-07-30,1,1149,5,7,31,1149
"P3",2015-07-28,1,1149,3,7,30,1149
"P3",2015-08-01,1,1049,7,8,31,1049
"P3",2015-08-02,1,1098,1,8,31,1098
"P3",2015-08-01,1,1098,7,8,31,1098
"P3",2015-08-02,1,1098,1,8,31,1098
"P3",2015-08-03,1,1098,2,8,31,1098
"P3",2015-08-13,1,1299,5,8,33,1299
"P3",2015-08-23,1,1098,1,8,34,1098
"P3",2015-08-20,1,1309.9,5,8,34,1309.9
"P3",2015-03-12,1,1499,5,3,11,1499
"P3",2015-03-07,1,1424.05,7,3,10,1424.05
"P3",2015-03-12,1,1349.1,5,3,11,1349.1
"P3",2015-03-08,1,1352.95,1,3,10,1352.95
"P3",2015-03-10,1,1349.1,3,3,10,1349.1
"P3",2015-03-06,1,1499,6,3,10,1499
"P3",2015-03-07,1,1352.95,7,3,10,1352.95
"P3",2015-03-10,1,1349.1,3,3,10,1349.1
"P3",2015-03-11,1,1349.1,4,3,11,1349.1
"P3",2015-03-20,1,1399,6,3,12,1399
"P3",2015-03-07,1,1424.05,7,3,10,1424.05
"P3",2015-03-09,1,1424.05,2,3,10,1424.05
"P3",2015-03-04,1,1349.1,4,3,10,1349.1
"P3",2015-03-10,1,1349.1,3,3,10,1349.1
"P3",2015-03-07,1,1424.05,7,3,10,1424.05
"P3",2015-03-11,1,1349.1,4,3,11,1349.1
"P3",2015-03-05,1,1499,5,3,10,1499
"P3",2015-03-05,1,1499,5,3,10,1499
"P3",2015-03-02,1,1499,2,3,9,1499
"P3",2015-03-09,1,1424.05,2,3,10,1424.05
"P3",2015-03-06,1,1424.05,6,3,10,1424.05
"P3",2015-03-12,1,1499,5,3,11,1499
"P3",2015-03-12,1,1349.1,5,3,11,1349.1
"P3",2015-03-08,1,1359,1,3,10,1359
"P3",2015-04-06,1,1388.85,2,4,14,1388.85
"P3",2015-03-11,1,1349.1,4,3,11,1349.1
"P3",2015-03-12,1,1349.1,5,3,11,1349.1
"P3",2015-03-08,1,1424.05,1,3,10,1424.05
"P3",2015-03-12,1,1349.1,5,3,11,1349.1
"P3",2015-03-06,1,1499,6,3,10,1499
"P3",2015-03-07,1,1424.05,7,3,10,1424.05
"P3",2015-03-19,1,1364,5,3,12,1364
"P3",2015-03-08,1,1424.05,1,3,10,1424.05
"P3",2015-03-10,1,1349.1,3,3,10,1349.1
"P3",2015-03-08,1,1424.05,1,3,10,1424.05
"P3",2015-03-08,1,1424.05,1,3,10,1424.05
"P3",2015-03-11,1,1349.1,4,3,11,1349.1
"P3",2015-03-11,1,1349.1,4,3,11,1349.1
"P3",2015-03-07,1,1424.05,7,3,10,1424.05
"P3",2015-03-10,1,1349.1,3,3,10,1349.1
"P3",2015-03-11,1,1349.1,4,3,11,1349.1
"P3",2015-03-09,1,1424.05,2,3,10,1424.05
"P3",2015-03-10,1,1349.1,3,3,10,1349.1
"P3",2015-03-08,1,1424.05,1,3,10,1424.05
"P3",2015-03-10,1,1349.1,3,3,10,1349.1
"P3",2015-03-08,1,1424.05,1,3,10,1424.05
"P3",2015-03-08,1,1424.05,1,3,10,1424.05
"P3",2015-03-11,1,1349.1,4,3,11,1349.1
"P3",2015-03-06,1,1499,6,3,10,1499
"P3",2015-03-11,1,1349.1,4,3,11,1349.1
"P3",2015-03-11,1,1349.1,4,3,11,1349.1
"P3",2015-03-10,1,1349.1,3,3,10,1349.1
"P3",2015-03-11,1,1349.1,4,3,11,1349.1
