"DATE_ORDER" "PROD_ID" "QTY_ORDER" "REVENUE" "Price"
2015-02-04 "P1" 10 14990 1499
2015-02-05 "P1" 12 17688.2 1474.01666666667
2015-02-06 "P1" 21 31254.15 1488.29285714286
2015-02-07 "P1" 4 5996 1499
2015-02-08 "P1" 7 10493 1499
2015-02-09 "P1" 5 7420.05 1484.01
2015-02-10 "P1" 10 13940.7 1394.07
2015-02-11 "P1" 11 15659.3 1423.57272727273
2015-02-12 "P1" 16 22914.4 1432.15
2015-02-13 "P1" 7 10318.05 1474.00714285714
2015-02-14 "P1" 10 14375.15 1437.515
2015-02-15 "P1" 2 2998 1499
2015-02-16 "P1" 7 10493 1499
2015-02-17 "P1" 4 5996 1499
2015-02-18 "P1" 15 22035.1 1469.00666666667
2015-02-19 "P1" 14 20986 1499
2015-02-20 "P1" 8 11792 1474
2015-02-21 "P1" 9 12727.38 1414.15333333333
2015-02-22 "P1" 8 11992 1499
2015-02-23 "P1" 13 18720.38 1440.02923076923
2015-02-24 "P1" 6 8661.82 1443.63666666667
2015-02-25 "P1" 5 7395 1479
2015-02-26 "P1" 81 107330.48 1325.06765432099
2015-02-27 "P1" 14 18811.37 1343.66928571429
2015-02-28 "P1" 8 11437.19 1429.64875
2015-03-01 "P1" 14 19726.47 1409.03357142857
2015-03-02 "P1" 22 31650.39 1438.65409090909
2015-03-03 "P1" 38 51862 1364.78947368421
2015-03-04 "P1" 60 81477.5 1357.95833333333
2015-03-05 "P1" 21 29008.6 1381.3619047619
2015-03-06 "P1" 9 13391 1487.88888888889
2015-03-07 "P1" 9 13291 1476.77777777778
2015-03-08 "P1" 12 17613.95 1467.82916666667
2015-03-09 "P1" 34 49936.3 1468.71470588235
2015-03-10 "P1" 31 43739 1410.93548387097
2015-03-11 "P1" 53 72076.25 1359.92924528302
2015-03-12 "P1" 54 73525.27 1361.57907407407
2015-03-13 "P1" 58 78820.63 1358.97637931035
2015-03-14 "P1" 41 55779.39 1360.47292682927
2015-03-15 "P1" 48 65316.89 1360.76854166667
2015-03-16 "P1" 24 33655.5 1402.3125
2015-03-17 "P1" 28 37945.63 1355.20107142857
2015-03-18 "P1" 67 91023.19 1358.55507462687
2015-03-19 "P1" 46 62334.38 1355.0952173913
2015-03-20 "P1" 19 26297.25 1384.06578947368
2015-03-21 "P1" 12 17094.05 1424.50416666667
2015-03-22 "P1" 7 9947 1421
2015-03-23 "P1" 6 8509.55 1418.25833333333
2015-03-24 "P1" 13 19077.5 1467.5
2015-03-25 "P1" 7 10493 1499
2015-03-26 "P1" 6 8994 1499
2015-03-27 "P1" 7 10493 1499
2015-03-28 "P1" 15 22335.1 1489.00666666667
2015-03-29 "P1" 7 10493 1499
2015-03-30 "P1" 12 17913.05 1492.75416666667
