"DATE_ORDER" "PROD_ID" "QTY_ORDER" "REVENUE" "Price"
2015-01-01 "P2" 23 18984.1 825.395652173913
2015-01-02 "P2" 90 74474.1 827.49
2015-01-03 "P2" 69 57118.1 827.798550724638
2015-01-04 "P2" 63 52144.1 827.684126984127
2015-01-05 "P2" 98 80756.5 824.045918367347
2015-01-06 "P2" 135 111636.75 826.938888888889
2015-01-07 "P2" 144 118290.9 821.464583333333
2015-01-08 "P2" 170 139680.75 821.651470588235
2015-01-09 "P2" 181 147663.33 815.819502762431
2015-01-10 "P2" 127 103084.15 811.686220472441
2015-01-11 "P2" 83 68445.65 824.646385542169
2015-01-12 "P2" 127 103846.54 817.689291338583
2015-01-13 "P2" 119 97327.05 817.874369747899
2015-01-14 "P2" 140 113698.95 812.135357142857
2015-01-15 "P2" 606 451760.11 745.478729372937
2015-01-16 "P2" 356 268034.43 752.905702247191
2015-01-17 "P2" 220 167892.54 763.147909090909
2015-01-18 "P2" 145 112126.02 773.282896551724
2015-01-19 "P2" 134 107563.55 802.713059701493
2015-01-20 "P2" 112 91896.5 820.504464285714
2015-01-21 "P2" 141 115250.54 817.379716312057
2015-01-22 "P2" 115 94198.73 819.119391304348
2015-01-23 "P2" 92 76435.1 830.816304347826
2015-01-24 "P2" 90 75888.5 843.205555555556
2015-01-25 "P2" 48 41421 862.9375
2015-01-26 "P2" 74 62558.5 845.385135135135
2015-01-27 "P2" 117 96710.44 826.584957264957
2015-01-28 "P2" 163 132899.5 815.334355828221
2015-01-29 "P2" 93 74197.57 797.823333333333
2015-01-30 "P2" 110 88130.42 801.185636363636
2015-01-31 "P2" 43 35628.87 828.578372093023
2015-02-01 "P2" 51 43739.1 857.629411764706
2015-02-02 "P2" 76 64360.55 846.849342105263
2015-02-03 "P2" 97 83485.1 860.671134020619
2015-02-04 "P2" 71 59888.05 843.493661971831
2015-02-05 "P2" 44 36775.35 835.803409090909
2015-02-06 "P2" 71 60088.3 846.314084507042
2015-02-07 "P2" 71 58695.39 826.695633802817
2015-02-08 "P2" 30 25029.1 834.303333333333
2015-02-09 "P2" 42 34775.82 827.995714285714
2015-02-10 "P2" 51 42708.23 837.416274509804
2015-02-11 "P2" 76 64881.59 853.705131578947
2015-02-12 "P2" 73 62871.46 861.252876712329
2015-02-13 "P2" 45 38892.19 864.270888888889
2015-02-14 "P2" 51 44139.38 865.478039215686
2015-02-15 "P2" 30 25939.29 864.643
2015-02-16 "P2" 43 37357.5 868.779069767442
2015-02-17 "P2" 35 29519.69 843.419714285714
2015-02-18 "P2" 33 26970.92 817.300606060606
2015-02-19 "P2" 52 45322.18 871.580384615385
2015-02-20 "P2" 98 81122.5 827.780612244898
2015-02-21 "P2" 94 75998.75 808.497340425532
2015-02-22 "P2" 32 25439.3 794.978125
2015-02-23 "P2" 16 13106.98 819.18625
2015-02-24 "P2" 104 82666.26 794.867884615385
2015-02-25 "P2" 330 261576.16 792.65503030303
2015-02-26 "P2" 271 214973.45 793.259963099631
2015-02-27 "P2" 153 121946.55 797.036274509804
2015-02-28 "P2" 146 116325.9 796.752739726027
2015-03-01 "P2" 148 118167.3 798.427702702703
2015-03-02 "P2" 226 177639.8 786.016814159292
2015-03-03 "P2" 271 208932.35 770.968081180812
2015-03-04 "P2" 173 132475.09 765.751965317919
2015-03-05 "P2" 123 94727.58 770.142926829268
2015-03-06 "P2" 70 54986.6 785.522857142857
2015-03-07 "P2" 717 496745.4 692.810878661088
2015-03-08 "P2" 148 111197.25 751.33277027027
2015-03-09 "P2" 95 75375.4 793.425263157895
2015-03-10 "P2" 158 125809.77 796.264367088608
2015-03-11 "P2" 273 214872.78 787.07978021978
2015-03-12 "P2" 195 153819.65 788.818717948718
2015-03-13 "P2" 158 121740.57 770.509936708861
2015-03-14 "P2" 75 57194.64 762.5952
2015-03-15 "P2" 103 80819.05 784.650970873786
2015-03-16 "P2" 100 78235.25 782.3525
2015-03-17 "P2" 1020 712437.8 698.468431372549
2015-03-18 "P2" 1604 1115199.31 695.26141521197
2015-03-19 "P2" 703 489767.9 696.682645803699
2015-03-20 "P2" 470 334436.13 711.566234042553
2015-03-21 "P2" 310 224394.93 723.854612903226
2015-03-22 "P2" 52 37875.67 728.378269230769
2015-03-23 "P2" 79 59139.94 748.606835443038
2015-03-24 "P2" 128 94317.49 736.855390625
2015-03-25 "P2" 71 53025.08 746.832112676056
2015-03-26 "P2" 72 53679.38 745.546944444444
2015-03-27 "P2" 88 65471.04 743.989090909091
2015-03-28 "P2" 47 35002.88 744.742127659574
2015-03-29 "P2" 17 13253.92 779.642352941176
2015-03-30 "P2" 37 29611.76 800.317837837838
2015-03-31 "P2" 68 51516.9 757.601470588235
2015-04-01 "P2" 60 45806.2 763.436666666667
2015-04-02 "P2" 70 54157.25 773.675
